sales_month,product_category_name,total_revenue,monthly_rank
2017-12,relogios_presentes,69556.92,1
2017-12,beleza_saude,60688.75,2
2017-12,esporte_lazer,58722.48,3
2017-12,brinquedos,55064.56,4
2017-12,cama_mesa_banho,50081.16,5
2017-12,automotivo,39019.96,6
2017-12,cool_stuff,37515.57,7
2017-12,informatica_acessorios,37428.67,8
2017-12,moveis_decoracao,31073.09,9
2017-12,ferramentas_jardim,26795.69,10
2017-12,perfumaria,26448.94,11
2017-12,utilidades_domesticas,25285.96,12
2017-12,papelaria,24793.1,13
2017-12,bebes,19658.48,14
2017-12,pcs,16741.0,15
2017-12,,15497.67,16
2017-12,telefonia,12780.44,17
2017-12,instrumentos_musicais,10823.5,18
2017-12,fashion_bolsas_e_acessorios,9999.76,19
2017-12,consoles_games,8885.01,20
2017-12,eletronicos,8518.61,21
2017-12,eletroportateis,7539.77,22
2017-12,pet_shop,7126.74,23
2017-12,moveis_escritorio,6684.37,24
2017-12,casa_construcao,6525.3,25
2017-12,malas_acessorios,5969.21,26
2017-12,construcao_ferramentas_construcao,5830.35,27
2017-12,agro_industria_e_comercio,5291.7,28
2017-12,moveis_cozinha_area_de_servico_jantar_e_jardim,4277.3,29
2017-12,audio,2686.93,30
2017-12,livros_interesse_geral,2352.2,31
2017-12,moveis_sala,2316.01,32
2017-12,casa_conforto,2257.8,33
2017-12,bebidas,2132.84,34
2017-12,eletrodomesticos_2,1990.16,35
2017-12,industria_comercio_e_negocios,1828.5,36
2017-12,construcao_ferramentas_seguranca,1384.92,37
2017-12,eletrodomesticos,1331.0,38
2017-12,fashion_underwear_e_moda_praia,1173.1,39
2017-12,fashion_calcados,1099.0,40
2017-12,alimentos_bebidas,1033.68,41
2017-12,telefonia_fixa,998.77,42
2017-12,alimentos,939.34,43
2017-12,construcao_ferramentas_jardim,928.9,44
2017-12,moveis_colchao_e_estofado,803.7,45
2017-12,sinalizacao_e_seguranca,770.0,46
2017-12,market_place,703.25,47
2017-12,livros_tecnicos,670.69,48
2017-12,climatizacao,668.8,49
2017-12,artigos_de_festas,515.2,50
2017-12,artigos_de_natal,493.9,51
2017-12,fashion_roupa_masculina,450.89,52
2017-12,tablets_impressao_imagem,419.4,53
2017-12,construcao_ferramentas_ferramentas,349.4,54
2017-12,livros_importados,231.0,55
2017-12,moveis_quarto,185.0,56
2017-12,construcao_ferramentas_iluminacao,176.0,57
2017-12,dvds_blu_ray,119.9,58
2017-12,artes,115.25,59
2017-12,flores,82.7,60
2017-12,fraldas_higiene,76.0,61
2017-12,cds_dvds_musicais,65.0,62
2017-12,fashion_esporte,59.9,63
2018-01,esporte_lazer,86172.83,1
2018-01,informatica_acessorios,80503.87,2
2018-01,cama_mesa_banho,75408.13,3
2018-01,relogios_presentes,73521.24,4
2018-01,beleza_saude,71405.6,5
2018-01,moveis_decoracao,53798.81,6
2018-01,papelaria,39522.72,7
2018-01,cool_stuff,38942.41,8
2018-01,utilidades_domesticas,37446.74,9
2018-01,automotivo,35855.02,10
2018-01,bebes,29833.88,11
2018-01,ferramentas_jardim,26793.06,12
2018-01,brinquedos,21382.85,13
2018-01,,20993.63,14
2018-01,perfumaria,19555.37,15
2018-01,moveis_escritorio,19485.42,16
2018-01,malas_acessorios,18546.32,17
2018-01,eletronicos,15884.28,18
2018-01,instrumentos_musicais,15178.58,19
2018-01,telefonia,14700.08,20
2018-01,eletroportateis,14261.81,21
2018-01,pet_shop,10796.06,22
2018-01,construcao_ferramentas_construcao,9664.18,23
2018-01,eletrodomesticos_2,8630.1,24
2018-01,fashion_bolsas_e_acessorios,7931.72,25
2018-01,consoles_games,7313.28,26
2018-01,pcs,6851.0,27
2018-01,agro_industria_e_comercio,5853.44,28
2018-01,casa_construcao,5747.78,29
2018-01,moveis_cozinha_area_de_servico_jantar_e_jardim,4838.5,30
2018-01,climatizacao,4674.74,31
2018-01,construcao_ferramentas_jardim,3927.98,32
2018-01,audio,3820.28,33
2018-01,casa_conforto,3020.16,34
2018-01,industria_comercio_e_negocios,2681.1,35
2018-01,artes,2540.77,36
2018-01,telefonia_fixa,2444.1,37
2018-01,construcao_ferramentas_iluminacao,2392.99,38
2018-01,moveis_sala,2308.1,39
2018-01,construcao_ferramentas_seguranca,2228.89,40
2018-01,bebidas,2227.61,41
2018-01,livros_interesse_geral,2160.2,42
2018-01,eletrodomesticos,1725.15,43
2018-01,livros_tecnicos,1176.55,44
2018-01,sinalizacao_e_seguranca,1048.79,45
2018-01,moveis_quarto,914.8,46
2018-01,moveis_colchao_e_estofado,860.5,47
2018-01,artigos_de_natal,851.5,48
2018-01,alimentos,829.56,49
2018-01,market_place,818.72,50
2018-01,fashion_underwear_e_moda_praia,754.5,51
2018-01,fashion_calcados,666.7,52
2018-01,livros_importados,583.0,53
2018-01,fashion_roupa_masculina,550.6,54
2018-01,construcao_ferramentas_ferramentas,532.3,55
2018-01,portateis_casa_forno_e_cafe,369.99,56
2018-01,alimentos_bebidas,341.17,57
2018-01,flores,284.6,58
2018-01,cine_foto,199.98,59
2018-01,tablets_impressao_imagem,161.8,60
2018-01,fashion_roupa_feminina,161.79,61
2018-01,artigos_de_festas,135.8,62
2018-01,fraldas_higiene,125.0,63
2018-01,fashion_esporte,119.8,64
2018-01,la_cuisine,112.0,65
2018-01,dvds_blu_ray,49.8,66
2018-01,musica,24.97,67
2018-02,informatica_acessorios,100131.99,1
2018-02,beleza_saude,84576.55,2
2018-02,esporte_lazer,74540.95,3
2018-02,relogios_presentes,60725.31,4
2018-02,cama_mesa_banho,60366.29,5
2018-02,automotivo,41048.51,6
2018-02,moveis_decoracao,38002.36,7
2018-02,utilidades_domesticas,34877.47,8
2018-02,cool_stuff,29772.25,9
2018-02,ferramentas_jardim,26489.13,10
2018-02,bebes,25857.28,11
2018-02,perfumaria,20372.0,12
2018-02,moveis_escritorio,17287.89,13
2018-02,eletronicos,14764.7,14
2018-02,brinquedos,14203.35,15
2018-02,telefonia,13672.38,16
2018-02,,12691.97,17
2018-02,consoles_games,11763.83,18
2018-02,papelaria,10090.53,19
2018-02,fashion_bolsas_e_acessorios,9786.63,20
2018-02,pet_shop,9218.24,21
2018-02,instrumentos_musicais,9015.73,22
2018-02,eletrodomesticos_2,8998.83,23
2018-02,construcao_ferramentas_construcao,8991.07,24
2018-02,agro_industria_e_comercio,7385.3,25
2018-02,malas_acessorios,6423.55,26
2018-02,construcao_ferramentas_seguranca,5965.75,27
2018-02,eletrodomesticos,5542.45,28
2018-02,eletroportateis,5245.16,29
2018-02,casa_construcao,5225.9,30
2018-02,telefonia_fixa,4738.68,31
2018-02,industria_comercio_e_negocios,4735.59,32
2018-02,moveis_cozinha_area_de_servico_jantar_e_jardim,4621.16,33
2018-02,moveis_sala,4402.78,34
2018-02,portateis_casa_forno_e_cafe,3024.9,35
2018-02,casa_conforto,3012.76,36
2018-02,audio,2828.49,37
2018-02,climatizacao,2626.89,38
2018-02,artigos_de_natal,2059.65,39
2018-02,market_place,1920.92,40
2018-02,bebidas,1919.95,41
2018-02,livros_interesse_geral,1886.65,42
2018-02,alimentos,1783.52,43
2018-02,construcao_ferramentas_iluminacao,1610.8,44
2018-02,construcao_ferramentas_jardim,1538.25,45
2018-02,livros_tecnicos,1411.21,46
2018-02,construcao_ferramentas_ferramentas,1318.2,47
2018-02,artes,1216.71,48
2018-02,fashion_calcados,1033.7,49
2018-02,alimentos_bebidas,1018.3,50
2018-02,moveis_quarto,895.8,51
2018-02,sinalizacao_e_seguranca,715.79,52
2018-02,tablets_impressao_imagem,694.97,53
2018-02,fashion_underwear_e_moda_praia,399.3,54
2018-02,fashion_roupa_masculina,388.09,55
2018-02,moveis_colchao_e_estofado,344.7,56
2018-02,livros_importados,325.0,57
2018-02,musica,244.97,58
2018-02,cine_foto,227.99,59
2018-02,flores,134.48,60
2018-02,pc_gamer,129.99,61
2018-02,fraldas_higiene,100.0,62
2018-02,casa_conforto_2,38.7,63
2018-02,fashion_roupa_feminina,29.99,64
2018-02,dvds_blu_ray,24.9,65
2018-03,relogios_presentes,95661.18,1
2018-03,informatica_acessorios,84708.39,2
2018-03,beleza_saude,84488.57,3
2018-03,esporte_lazer,81656.96,4
2018-03,cama_mesa_banho,67786.35,5
2018-03,moveis_decoracao,51319.97,6
2018-03,automotivo,44081.96,7
2018-03,bebes,40818.75,8
2018-03,cool_stuff,37791.24,9
2018-03,utilidades_domesticas,35052.12,10
2018-03,moveis_escritorio,30861.64,11
2018-03,ferramentas_jardim,26773.88,12
2018-03,telefonia,24759.43,13
2018-03,brinquedos,22817.55,14
2018-03,perfumaria,20081.88,15
2018-03,,16625.22,16
2018-03,eletroportateis,13952.18,17
2018-03,pet_shop,13400.21,18
2018-03,papelaria,12993.74,19
2018-03,eletronicos,12394.51,20
2018-03,consoles_games,11826.22,21
2018-03,audio,10606.69,22
2018-03,fashion_bolsas_e_acessorios,10096.51,23
2018-03,eletrodomesticos,9876.59,24
2018-03,construcao_ferramentas_construcao,9446.58,25
2018-03,instrumentos_musicais,8931.4,26
2018-03,portateis_casa_forno_e_cafe,7890.9,27
2018-03,malas_acessorios,5851.77,28
2018-03,eletrodomesticos_2,5648.2,29
2018-03,construcao_ferramentas_seguranca,5374.87,30
2018-03,casa_construcao,5250.51,31
2018-03,agro_industria_e_comercio,5161.0,32
2018-03,moveis_sala,3521.87,33
2018-03,industria_comercio_e_negocios,2922.45,34
2018-03,moveis_cozinha_area_de_servico_jantar_e_jardim,2842.66,35
2018-03,construcao_ferramentas_iluminacao,2536.7,36
2018-03,casa_conforto,2522.38,37
2018-03,climatizacao,2507.68,38
2018-03,alimentos_bebidas,2350.77,39
2018-03,construcao_ferramentas_jardim,2087.23,40
2018-03,telefonia_fixa,1930.59,41
2018-03,livros_interesse_geral,1691.94,42
2018-03,alimentos,1559.9,43
2018-03,market_place,1548.74,44
2018-03,moveis_quarto,1071.8,45
2018-03,fashion_calcados,1053.1,46
2018-03,bebidas,962.7,47
2018-03,construcao_ferramentas_ferramentas,931.3,48
2018-03,sinalizacao_e_seguranca,921.9,49
2018-03,artigos_de_festas,913.9,50
2018-03,livros_tecnicos,913.47,51
2018-03,artigos_de_natal,854.95,52
2018-03,cine_foto,711.79,53
2018-03,artes,461.5,54
2018-03,moveis_colchao_e_estofado,440.0,55
2018-03,la_cuisine,389.0,56
2018-03,musica,323.97,57
2018-03,fashion_underwear_e_moda_praia,289.4,58
2018-03,tablets_impressao_imagem,259.29,59
2018-03,livros_importados,259.0,60
2018-03,fraldas_higiene,125.0,61
2018-03,fashion_roupa_feminina,119.96,62
2018-03,fashion_esporte,89.9,63
2018-03,flores,89.67,64
2018-03,fashion_roupa_infanto_juvenil,79.98,65
2018-03,dvds_blu_ray,49.8,66
2018-03,casa_conforto_2,34.99,67
2018-04,beleza_saude,91058.45,1
2018-04,relogios_presentes,88623.07,2
2018-04,cama_mesa_banho,71379.61,3
2018-04,esporte_lazer,65793.52,4
2018-04,informatica_acessorios,57370.9,5
2018-04,moveis_decoracao,56217.62,6
2018-04,automotivo,47989.41,7
2018-04,bebes,47201.22,8
2018-04,utilidades_domesticas,44363.29,9
2018-04,cool_stuff,35025.41,10
2018-04,ferramentas_jardim,34526.04,11
2018-04,brinquedos,23140.41,12
2018-04,eletrodomesticos_2,20741.69,13
2018-04,moveis_escritorio,19997.8,14
2018-04,instrumentos_musicais,19375.31,15
2018-04,pet_shop,18282.97,16
2018-04,perfumaria,17430.41,17
2018-04,telefonia,16312.06,18
2018-04,eletrodomesticos,15019.63,19
2018-04,pcs,13774.92,20
2018-04,portateis_casa_forno_e_cafe,13211.99,21
2018-04,construcao_ferramentas_construcao,12933.83,22
2018-04,eletroportateis,12071.76,23
2018-04,papelaria,11263.45,24
2018-04,eletronicos,10840.23,25
2018-04,casa_construcao,9204.65,26
2018-04,malas_acessorios,8680.48,27
2018-04,fashion_bolsas_e_acessorios,8218.85,28
2018-04,,7987.9,29
2018-04,audio,7045.07,30
2018-04,livros_interesse_geral,6274.51,31
2018-04,industria_comercio_e_negocios,5690.61,32
2018-04,consoles_games,5511.05,33
2018-04,moveis_sala,5041.83,34
2018-04,bebidas,5016.44,35
2018-04,construcao_ferramentas_iluminacao,4962.67,36
2018-04,agro_industria_e_comercio,4500.7,37
2018-04,climatizacao,3261.79,38
2018-04,moveis_cozinha_area_de_servico_jantar_e_jardim,3110.57,39
2018-04,construcao_ferramentas_seguranca,2887.26,40
2018-04,sinalizacao_e_seguranca,2222.3,41
2018-04,artes,2140.28,42
2018-04,casa_conforto,1939.4,43
2018-04,telefonia_fixa,1921.94,44
2018-04,musica,1696.86,45
2018-04,alimentos,1665.43,46
2018-04,fashion_calcados,1438.7,47
2018-04,construcao_ferramentas_ferramentas,1332.99,48
2018-04,construcao_ferramentas_jardim,1326.79,49
2018-04,moveis_quarto,1301.9,50
2018-04,livros_tecnicos,1172.1,51
2018-04,market_place,627.23,52
2018-04,alimentos_bebidas,605.07,53
2018-04,cine_foto,521.74,54
2018-04,fashion_underwear_e_moda_praia,359.4,55
2018-04,livros_importados,317.99,56
2018-04,la_cuisine,280.0,57
2018-04,artigos_de_natal,275.15,58
2018-04,fashion_roupa_masculina,195.0,59
2018-04,fashion_roupa_feminina,174.95,60
2018-04,flores,158.4,61
2018-04,fraldas_higiene,149.0,62
2018-04,dvds_blu_ray,92.5,63
2018-04,fashion_esporte,89.9,64
2018-04,cds_dvds_musicais,65.0,65
2018-04,tablets_impressao_imagem,52.0,66
2018-04,artigos_de_festas,43.8,67
2018-04,artes_e_artesanato,15.99,68
2018-04,casa_conforto_2,12.9,69
2018-05,relogios_presentes,119364.98,1
2018-05,beleza_saude,94534.38,2
2018-05,cama_mesa_banho,71265.07,3
2018-05,utilidades_domesticas,62824.57,4
2018-05,esporte_lazer,59209.92,5
2018-05,moveis_decoracao,53706.45,6
2018-05,informatica_acessorios,50631.83,7
2018-05,automotivo,40851.44,8
2018-05,ferramentas_jardim,37700.79,9
2018-05,bebes,33253.65,10
2018-05,brinquedos,31538.41,11
2018-05,cool_stuff,29949.12,12
2018-05,perfumaria,24482.7,13
2018-05,moveis_escritorio,20835.87,14
2018-05,construcao_ferramentas_construcao,20748.6,15
2018-05,telefonia,18944.28,16
2018-05,instrumentos_musicais,18757.07,17
2018-05,eletronicos,16176.79,18
2018-05,eletrodomesticos_2,14441.24,19
2018-05,papelaria,12923.39,20
2018-05,pet_shop,11708.46,21
2018-05,fashion_bolsas_e_acessorios,11490.17,22
2018-05,eletroportateis,10620.99,23
2018-05,portateis_casa_forno_e_cafe,10161.6,24
2018-05,casa_construcao,10155.28,25
2018-05,pcs,8699.92,26
2018-05,malas_acessorios,6618.46,27
2018-05,eletrodomesticos,6149.67,28
2018-05,construcao_ferramentas_seguranca,6045.01,29
2018-05,livros_interesse_geral,5925.13,30
2018-05,consoles_games,5279.27,31
2018-05,construcao_ferramentas_iluminacao,4354.81,32
2018-05,industria_comercio_e_negocios,3780.99,33
2018-05,agro_industria_e_comercio,3279.75,34
2018-05,,3097.04,35
2018-05,livros_tecnicos,3040.53,36
2018-05,moveis_sala,2721.08,37
2018-05,casa_conforto,2708.7,38
2018-05,audio,2697.68,39
2018-05,bebidas,2505.99,40
2018-05,artes,2491.97,41
2018-05,moveis_cozinha_area_de_servico_jantar_e_jardim,2310.09,42
2018-05,cine_foto,2108.29,43
2018-05,portateis_cozinha_e_preparadores_de_alimentos,1958.0,44
2018-05,climatizacao,1851.3,45
2018-05,telefonia_fixa,1846.2,46
2018-05,fashion_calcados,1582.7,47
2018-05,alimentos,1542.93,48
2018-05,moveis_quarto,1484.98,49
2018-05,alimentos_bebidas,1239.44,50
2018-05,construcao_ferramentas_jardim,1073.28,51
2018-05,market_place,957.45,52
2018-05,musica,729.0,53
2018-05,sinalizacao_e_seguranca,683.5,54
2018-05,artigos_de_natal,524.53,55
2018-05,dvds_blu_ray,439.94,56
2018-05,construcao_ferramentas_ferramentas,417.9,57
2018-05,livros_importados,410.92,58
2018-05,fashion_underwear_e_moda_praia,207.4,59
2018-05,fashion_roupa_masculina,129.99,60
2018-05,fraldas_higiene,117.0,61
2018-05,artigos_de_festas,100.7,62
2018-05,artes_e_artesanato,89.8,63
2018-05,tablets_impressao_imagem,49.9,64
2018-05,flores,16.4,65
2018-06,beleza_saude,106745.72,1
2018-06,relogios_presentes,85027.57,2
2018-06,cama_mesa_banho,70857.08,3
2018-06,utilidades_domesticas,55912.61,4
2018-06,automotivo,44962.59,5
2018-06,esporte_lazer,44916.01,6
2018-06,moveis_decoracao,42042.22,7
2018-06,informatica_acessorios,41806.37,8
2018-06,bebes,30550.32,9
2018-06,perfumaria,26963.93,10
2018-06,construcao_ferramentas_construcao,22947.72,11
2018-06,telefonia,22669.86,12
2018-06,brinquedos,21094.95,13
2018-06,pet_shop,19491.78,14
2018-06,cool_stuff,19316.37,15
2018-06,ferramentas_jardim,17948.72,16
2018-06,instrumentos_musicais,16177.92,17
2018-06,eletroportateis,15431.63,18
2018-06,pcs,13127.0,19
2018-06,papelaria,12859.08,20
2018-06,moveis_escritorio,12125.58,21
2018-06,eletronicos,9664.57,22
2018-06,casa_construcao,9094.59,23
2018-06,eletrodomesticos_2,8312.72,24
2018-06,fashion_bolsas_e_acessorios,7869.95,25
2018-06,consoles_games,6903.01,26
2018-06,sinalizacao_e_seguranca,5863.18,27
2018-06,eletrodomesticos,5830.38,28
2018-06,malas_acessorios,5070.88,29
2018-06,construcao_ferramentas_iluminacao,4583.41,30
2018-06,climatizacao,3567.9,31
2018-06,moveis_sala,3541.62,32
2018-06,moveis_cozinha_area_de_servico_jantar_e_jardim,3538.43,33
2018-06,agro_industria_e_comercio,3515.8,34
2018-06,portateis_casa_forno_e_cafe,3499.0,35
2018-06,livros_interesse_geral,3275.49,36
2018-06,industria_comercio_e_negocios,2609.9,37
2018-06,construcao_ferramentas_seguranca,2565.37,38
2018-06,artes,2500.14,39
2018-06,,2387.13,40
2018-06,casa_conforto,2386.49,41
2018-06,telefonia_fixa,2080.32,42
2018-06,audio,1830.69,43
2018-06,livros_tecnicos,1747.43,44
2018-06,bebidas,1567.07,45
2018-06,moveis_quarto,1559.99,46
2018-06,alimentos,1371.18,47
2018-06,fashion_calcados,1230.58,48
2018-06,construcao_ferramentas_jardim,799.44,49
2018-06,market_place,556.46,50
2018-06,construcao_ferramentas_ferramentas,527.0,51
2018-06,livros_importados,468.17,52
2018-06,fashion_roupa_masculina,447.8,53
2018-06,cine_foto,435.85,54
2018-06,dvds_blu_ray,382.88,55
2018-06,fraldas_higiene,321.0,56
2018-06,artigos_de_natal,306.19,57
2018-06,alimentos_bebidas,293.85,58
2018-06,fashion_underwear_e_moda_praia,129.3,59
2018-06,musica,109.08,60
2018-06,flores,108.0,61
2018-06,fashion_roupa_infanto_juvenil,89.99,62
2018-06,artigos_de_festas,84.8,63
2018-06,tablets_impressao_imagem,50.0,64
2018-06,casa_conforto_2,25.8,65
2018-07,beleza_saude,103524.22,1
2018-07,relogios_presentes,95164.79,2
2018-07,utilidades_domesticas,62583.3,3
2018-07,cama_mesa_banho,54405.23,4
2018-07,esporte_lazer,54015.89,5
2018-07,moveis_decoracao,45393.59,6
2018-07,automotivo,43466.79,7
2018-07,informatica_acessorios,41063.31,8
2018-07,telefonia,26492.68,9
2018-07,ferramentas_jardim,25639.88,10
2018-07,bebes,21834.12,11
2018-07,cool_stuff,21152.01,12
2018-07,perfumaria,20645.97,13
2018-07,pet_shop,19343.85,14
2018-07,papelaria,17217.19,15
2018-07,brinquedos,17022.0,16
2018-07,construcao_ferramentas_construcao,15237.47,17
2018-07,moveis_escritorio,13225.28,18
2018-07,eletrodomesticos_2,12597.32,19
2018-07,pcs,11239.0,20
2018-07,telefonia_fixa,9319.39,21
2018-07,eletronicos,9270.95,22
2018-07,consoles_games,8519.11,23
2018-07,eletroportateis,8161.35,24
2018-07,instrumentos_musicais,7871.93,25
2018-07,construcao_ferramentas_iluminacao,7249.61,26
2018-07,moveis_sala,6706.64,27
2018-07,casa_construcao,6700.25,28
2018-07,agro_industria_e_comercio,6669.82,29
2018-07,fashion_bolsas_e_acessorios,6071.07,30
2018-07,malas_acessorios,5821.72,31
2018-07,construcao_ferramentas_ferramentas,5501.2,32
2018-07,eletrodomesticos,5173.03,33
2018-07,portateis_casa_forno_e_cafe,4699.67,34
2018-07,industria_comercio_e_negocios,4697.21,35
2018-07,,4612.0,36
2018-07,livros_interesse_geral,4077.45,37
2018-07,sinalizacao_e_seguranca,3785.19,38
2018-07,moveis_cozinha_area_de_servico_jantar_e_jardim,3736.95,39
2018-07,alimentos,3378.17,40
2018-07,casa_conforto,2906.48,41
2018-07,climatizacao,2657.86,42
2018-07,audio,2062.64,43
2018-07,livros_tecnicos,1994.93,44
2018-07,construcao_ferramentas_jardim,1922.66,45
2018-07,construcao_ferramentas_seguranca,1888.95,46
2018-07,artes,1843.2,47
2018-07,moveis_quarto,1386.9,48
2018-07,bebidas,1260.17,49
2018-07,cine_foto,1178.54,50
2018-07,musica,849.3,51
2018-07,fashion_calcados,820.19,52
2018-07,alimentos_bebidas,778.73,53
2018-07,artes_e_artesanato,654.57,54
2018-07,artigos_de_natal,509.56,55
2018-07,pc_gamer,438.0,56
2018-07,livros_importados,357.79,57
2018-07,fashion_roupa_masculina,208.7,58
2018-07,market_place,186.78,59
2018-07,portateis_cozinha_e_preparadores_de_alimentos,172.03,60
2018-07,moveis_colchao_e_estofado,129.9,61
2018-07,fraldas_higiene,121.0,62
2018-07,fashion_underwear_e_moda_praia,109.8,63
2018-07,dvds_blu_ray,83.99,64
2018-07,artigos_de_festas,57.5,65
2018-07,flores,47.99,66
2018-07,casa_conforto_2,38.7,67
2018-08,beleza_saude,119391.01,1
2018-08,relogios_presentes,69767.06,2
2018-08,cama_mesa_banho,60891.09,3
2018-08,utilidades_domesticas,58763.36,4
2018-08,esporte_lazer,50860.18,5
2018-08,automotivo,45032.58,6
2018-08,moveis_decoracao,41168.55,7
2018-08,informatica_acessorios,40052.64,8
2018-08,telefonia,36572.91,9
2018-08,perfumaria,24839.74,10
2018-08,pet_shop,24608.07,11
2018-08,construcao_ferramentas_construcao,22917.16,12
2018-08,bebes,21266.57,13
2018-08,brinquedos,16923.75,14
2018-08,ferramentas_jardim,16314.7,15
2018-08,cool_stuff,15794.89,16
2018-08,papelaria,15445.65,17
2018-08,eletronicos,10739.57,18
2018-08,instrumentos_musicais,10519.34,19
2018-08,pcs,8711.5,20
2018-08,construcao_ferramentas_iluminacao,8212.53,21
2018-08,alimentos,8174.18,22
2018-08,fashion_bolsas_e_acessorios,8127.53,23
2018-08,eletrodomesticos_2,7532.76,24
2018-08,moveis_escritorio,6758.87,25
2018-08,malas_acessorios,6599.75,26
2018-08,eletrodomesticos,6443.85,27
2018-08,casa_construcao,6286.16,28
2018-08,eletroportateis,6168.06,29
2018-08,moveis_sala,5223.34,30
2018-08,agro_industria_e_comercio,5021.09,31
2018-08,consoles_games,4381.31,32
2018-08,construcao_ferramentas_seguranca,3970.22,33
2018-08,construcao_ferramentas_jardim,3688.76,34
2018-08,climatizacao,3556.9,35
2018-08,portateis_casa_forno_e_cafe,2996.72,36
2018-08,telefonia_fixa,2724.17,37
2018-08,industria_comercio_e_negocios,2364.69,38
2018-08,casa_conforto,2241.28,39
2018-08,,2199.05,40
2018-08,moveis_quarto,2197.0,41
2018-08,audio,2069.4,42
2018-08,moveis_cozinha_area_de_servico_jantar_e_jardim,2011.47,43
2018-08,sinalizacao_e_seguranca,1825.59,44
2018-08,portateis_cozinha_e_preparadores_de_alimentos,1803.6,45
2018-08,livros_interesse_geral,1564.78,46
2018-08,livros_tecnicos,1483.79,47
2018-08,artes,1481.39,48
2018-08,bebidas,1423.26,49
2018-08,artigos_de_festas,1285.29,50
2018-08,construcao_ferramentas_ferramentas,1255.77,51
2018-08,alimentos_bebidas,1028.61,52
2018-08,market_place,949.27,53
2018-08,artes_e_artesanato,901.76,54
2018-08,livros_importados,749.0,55
2018-08,cine_foto,595.29,56
2018-08,artigos_de_natal,529.37,57
2018-08,musica,497.81,58
2018-08,fashion_calcados,471.3,59
2018-08,fashion_roupa_masculina,381.69,60
2018-08,fraldas_higiene,231.89,61
2018-08,pc_gamer,219.0,62
2018-08,fashion_underwear_e_moda_praia,160.0,63
2018-08,fashion_roupa_feminina,129.97,64
2018-08,fashion_esporte,69.9,65
2018-08,dvds_blu_ray,8.9,66
